,url,domain,class
596,ftp.ltdasimplesnasc.com.br,ltdasimplesnasc,legit
597,fmmpcvptedjj.com,fmmpcvptedjj,dga
598,softwareapp-pro.s3.amazonaws.com,amazonaws,legit
599,hcfokdalo.com,hcfokdalo,dga
600,torntvz.net,torntvz,legit
601,zk.zhenyuwangluo.com,zhenyuwangluo,legit
602,egdbvrhtcptgoqorompj.com,egdbvrhtcptgoqorompj,dga
603,txqguocvlfrm.org,txqguocvlfrm,dga
604,rootkit.no-ip.biz,no-ip,legit
605,positcare.com,positcare,legit
606,otf.msn.com,msn,legit
607,maname123.from-ak.com,from-ak,legit
608,jqmt.qq.com,jqmt,legit
609,cm.g.doubleclick.net,doubleclick,legit
610,wdoargsiheffea.ru,wdoargsiheffea,legit
611,prk.cs.co.vu,prk.cs,legit
612,ressource.illyx.com,illyx,legit
613,actionpourisrael.com,actionpourisrael,legit
614,andrewsnetwork.co.uk,andrewsnetwork,legit
615,hobomor.de,hobomor,legit
616,churchsupplies.net,churchsupplies,legit
617,mzwfwjayhom.com,mzwfwjayhom,dga
618,hpaxgpkteomjaxywwelr.com,hpaxgpkteomjaxywwelr,dga
619,auracinematics.com,auracinematics,legit
620,tawanne.no-ip.org,no-ip,legit
621,esytel.com,esytel,legit
622,chillzsux.ddns.net,ddns,legit
623,robiip.no-ip.biz,no-ip,legit
624,figabara.com,figabara,legit
625,anchorfunds.com.au,anchorfunds,legit
626,hppgmybxkwifw.us,hppgmybxkwifw,dga
627,notarat.duckdns.org,duckdns,legit
628,avast.r-055-042-234-077.ff.avast.publicvm.com,publicvm,legit
629,www.yemekyapmak.com,yemekyapmak,legit
630,clc.edu.moassets,moassets,legit
631,pjgnhujlmwtgf.com,pjgnhujlmwtgf,dga
632,panglex.com.hk,panglex,legit
633,www.wgetpop.com,wgetpop,legit
634,icigrain.com,icigrain,legit
635,jfvknpnwfnul.pw,jfvknpnwfnul,dga
636,tiger001.no-ip.org,no-ip,legit
637,www.valdanniviers.ch,valdanniviers,legit
638,tvn.hu,tvn,legit
639,mail57.us2.mcsv.net,mcsv,legit
640,pchome.com.tw,pchome,legit
641,uwgfusubwbusswf.ru,uwgfusubwbusswf,legit
642,02d1be7.netsolhost.com,netsolhost,legit
643,vulpexfucker.de,vulpexfucker,legit
644,reupy.su,reupy,legit
645,ativokids.info,ativokids,legit
646,shirongfeng.cn,shirongfeng,legit
647,ifconfig.me,ifconfig,legit
648,sug.filessolutions.info,filessolutions,legit
649,www.modelity.com,modelity,legit
650,www.restaurantegoa.com,restaurantegoa,legit
651,oomxzlhazpiz.com,oomxzlhazpiz,dga
652,wgn23.no-ip.org,no-ip,legit
653,glijjugasnks.work,glijjugasnks,legit
654,center-ring.info,center-ring,legit
655,doctsf.com,doctsf,legit
656,mhomeusa.com,mhomeusa,legit
657,hothatuns.ws,hothatuns,legit
658,cdn1.nonstopdownload.com,nonstopdownload,legit
659,couchworks.pw,couchworks,legit
660,craspatsp.com,craspatsp,legit
661,freedataverification.com,freedataverification,legit
662,game.qq.com,game,legit
663,wizzcaster.com,wizzcaster,legit
664,theartofhair.com,theartofhair,legit
665,1212.ip138.com,ip138,legit
666,zvwbjvhfrkqciz.com,zvwbjvhfrkqciz,dga
667,fclick.baidu.com,baidu,legit
668,cosehduitwhveyawpvb.com,cosehduitwhveyawpvb,dga
669,www.wajam-download.com,wajam-download,legit
670,wtfrudoing.ddns.net,ddns,legit
671,eqhub.ga,eqhub,legit
672,fullsopens.net,fullsopens,legit
673,staticrr.paleokits.net,paleokits,legit
674,eflq.ru,eflq,legit
675,fr-st.windapp.net,windapp,legit
676,gjesdalbrass.no,gjesdalbrass,legit
677,wsipowerontheweb.com,wsipowerontheweb,legit
678,wuzgeopoh.kz,wuzgeopoh,legit
679,maxwebsearch.com,maxwebsearch,legit
680,oismeark.com,oismeark,legit
681,www.exactsecurity.com.au,exactsecurity,legit
682,oralaural.com,oralaural,legit
683,neurotoxininstitute.com,neurotoxininstitute,legit
684,srligoewbbvelspu.pl,srligoewbbvelspu,dga
685,wlf.louisiana.gov,louisiana,legit
686,miltinio-teatras.lt,miltinio-teatras,legit
687,intelligence1938.com,intelligence1938,legit
688,youbeboom.pw,youbeboom,legit
689,standardchbank.servehttp.com,servehttp,legit
690,www.taykon.com,taykon,legit
691,realtech-international.com,realtech-international,legit
692,yufrndrcnb.at,yufrndrcnb,dga
693,static.magnofiler.com,magnofiler,legit
694,ideasempurna.com.my,ideasempurna,legit
695,shop.negro-rhygass.ch,negro-rhygass,legit
696,trojanjava.gotdns.ch,gotdns,legit
697,ehaqagaxa.de,ehaqagaxa,legit
698,mtfsl.com,mtfsl,legit
699,ypfglyct.su,ypfglyct,dga
700,huaezwesrmxigyqj.com,huaezwesrmxigyqj,dga
701,sakis08.no-ip.org,no-ip,legit
702,yourinstaller.com,yourinstaller,legit
703,www.eurasia.it,eurasia,legit
704,worldbuy.biz,worldbuy,legit
705,soleilberbere.com,soleilberbere,legit
706,rucheats.com,rucheats,legit
707,onlinebizinformationschool.com,onlinebizinformationschool,legit
708,yvyxxjfaxsgxwbycgbem.com,yvyxxjfaxsgxwbycgbem,dga
709,justwork.no-ip.biz,no-ip,legit
710,jtcbusvmz.info,jtcbusvmz,legit
711,baroda.no-ip.biz,no-ip,legit
712,zasomuk.de,zasomuk,legit
713,hamido17.no-ip.biz,no-ip,legit
714,ngntxyqih.com,ngntxyqih,dga
715,www.gilisoft.com,gilisoft,legit
716,mtskouf.click,mtskouf,legit
717,agor01.ddns.net,ddns,legit
718,likeyoudominicana.com,likeyoudominicana,legit
719,zeronet.co.jp,zeronet,legit
720,msasys.com,msasys,legit
721,efapypecy.pl,efapypecy,legit
722,fwijzk1zf4.site,fwijzk1zf4,dga
723,theman1234555.no-ip.biz,no-ip,legit
724,bigtopmultimedia.com,bigtopmultimedia,legit
725,yievjaklo.com,yievjaklo,dga
726,ww29.static.4magno.com,4magno,legit
727,stun.phonepower.com,phonepower,legit
728,unndqqmgludh.com,unndqqmgludh,dga
729,data.lookthisup.net,lookthisup,legit
730,saad.eu5.org,eu5,legit
731,www.eliwellsystems.com,eliwellsystems,legit
732,itejoxoto.de,itejoxoto,legit
733,www.anemone-download.com,anemone-download,legit
734,vsxmjxwccehtamwrhekf.com,vsxmjxwccehtamwrhekf,dga
735,d2ulna74rt38cm.cloudfront.net,cloudfront,legit
736,dvywjyamdd5wo.webhosteo.com,webhosteo,legit
737,ulpsozonje.com,ulpsozonje,legit
738,ntrshvquunyzxevkucs.com,ntrshvquunyzxevkucs,dga
739,tenpole.com,tenpole,legit
740,dld.softportal.com,softportal,legit
741,update.newonlinedemoserv.com,newonlinedemoserv,legit
742,bendcable.com,bendcable,legit
743,nyjhcvrnyg.at,nyjhcvrnyg,dga
744,ventures-me.com,ventures-me,legit
745,if2d19ad2xif31fo.ru,if2d19ad2xif31fo,dga
746,mvts.com,mvts,legit
747,acjkt.su,acjkt,legit
748,wtqbo.it,wtqbo,legit
749,agrarno.ru,agrarno,legit
750,quixnet.net,quixnet,legit
751,zxsoszx.no-ip.org,no-ip,legit
752,multibrandphone.com,multibrandphone,legit
753,firanet.no-ip.org,no-ip,legit
754,underbluesky.net,underbluesky,legit
755,dl.florckdownay.com,florckdownay,legit
756,ucgazxeavbemgzm.com,ucgazxeavbemgzm,dga
757,kvsbaq.info,kvsbaq,legit
758,sdlp.ie,sdlp,legit
759,listsecurity.org,listsecurity,legit
760,spwkpqvrwkxjfahm.xyz,spwkpqvrwkxjfahm,dga
761,interfacemakes.biz,interfacemakes,legit
762,rksfifoxvibylsy.click,rksfifoxvibylsy,legit
763,bssg.org.au,bssg,legit
764,hp500.linkpc.net,linkpc,legit
765,adultagencyads.com,adultagencyads,legit
766,myip.dnsomatic.com,dnsomatic,legit
767,drsd.no-ip.org,no-ip,legit
768,transitmiami.com,transitmiami,legit
769,www.shmbzihagv}ass)nqh(tw,shmbzihagv}ass)nqh(tw,dga
770,skinned.no-ip.org,no-ip,legit
771,gdp.soft365.com,soft365,legit
772,c.bing.com,bing,legit
773,sylker34.hut2.ru,hut2,legit
774,rvvcdmfucq.com,rvvcdmfucq,dga
775,bbrcqtndpjlt.com,bbrcqtndpjlt,dga
776,cdn2.downloadsoup.com,downloadsoup,legit
777,www.qq5.com,qq5,legit
778,gurenet.info,gurenet,legit
779,www.installping5.info,installping5,legit
780,cztvl.su,cztvl,legit
781,trinitybrasil.no-ip.org,no-ip,legit
782,labrechadera.duckdns.org,duckdns,legit
783,pparentlymate.com,pparentlymate,legit
784,acmepacificrepairs.com,acmepacificrepairs,legit
785,static.googleadsserving.cn,googleadsserving,legit
786,woodlandhillwinery.com,woodlandhillwinery,legit
787,kichdmsnet.no-ip.biz,no-ip,legit
788,hoqou.su,hoqou,legit
789,st.bubbledock.com,bubbledock,legit
790,fashionbagus.net,fashionbagus,legit
791,ricsvdaro.uk,ricsvdaro,legit
792,stats.newonlinedemoserv.com,newonlinedemoserv,legit
793,rokacompany.com,rokacompany,legit
794,32530.ddns.net,ddns,legit
795,rowline.org,rowline,legit
796,stun.iptel.org,iptel,legit
797,superoptiresume.net,superoptiresume,legit
798,sarahdavid.com,sarahdavid,legit
799,fewo-horumersiel.de,fewo-horumersiel,legit
800,teasing-video.com,teasing-video,legit
801,wluomny.org,wluomny,dga
802,rahshon.com,rahshon,legit
803,app.donutleads.com,donutleads,legit
804,beww57290.no-ip.biz,no-ip,legit
805,gtrcacxkcf.com,gtrcacxkcf,dga
806,stun.schlund.de,schlund,legit
807,itshinch.chickenkiller.com,chickenkiller,legit
808,victoria.com.pl,victoria,legit
809,hayatreklam.net,hayatreklam,legit
810,etaxiuae.com,etaxiuae,legit
811,wvquldqwwsttp.com,wvquldqwwsttp,dga
812,bezano.m3th.org,m3th,legit
813,wgn22.no-ip.org,no-ip,legit
814,upscalebeauty.com,upscalebeauty,legit
815,qgggadqrbq.at,qgggadqrbq,dga
816,static.filermagno.com,filermagno,legit
817,pendalum.no-ip.info,no-ip,legit
818,api.filermagno.com,filermagno,legit
819,winnipegauction.ca,winnipegauction,legit
820,cxslixugarbv.com,cxslixugarbv,legit
821,ftp.xcyd.tk,xcyd,legit
822,uajyljrpk.com,uajyljrpk,dga
823,lyuchta.org,lyuchta,legit
824,bridalkingdom.com,bridalkingdom,legit
825,savoretti-ds.it,savoretti-ds,legit
826,yoloxd.no-ip.biz,no-ip,legit
827,ww29.static.obtainmagno.com,obtainmagno,legit
828,xaekzqqsocfaanrgasd.com,xaekzqqsocfaanrgasd,dga
829,arizonaenergysuppliers.com,arizonaenergysuppliers,legit
830,install.lampylighty.com,lampylighty,legit
831,tiredclinker.biz,tiredclinker,legit
832,www.dsh`p`g~nhkjr.dbs*tp.sgv,sgv,legit
833,vhzfkfhzjdbnywnatb.com,vhzfkfhzjdbnywnatb,dga
834,unitedgroupco.com,unitedgroupco,legit
835,you.youdontcare.com,youdontcare,legit
836,lols2.ddns.net,ddns,legit
837,lllott.gratefulgarciagathering.com,gratefulgarciagathering,legit
838,stats.newinputinfoservice.com,newinputinfoservice,legit
839,iploc.726.com,726,legit
840,vvlmgnqb.su,vvlmgnqb,dga
841,bledisloeenergy.com.au,bledisloeenergy,legit
842,evnmeiytag.com,evnmeiytag,dga
843,www.vwws7yap5w.site,vwws7yap5w,dga
844,theoneflooring.com,theoneflooring,legit
845,shadowraze.ddns.net,ddns,legit
846,leadershipforum.us,leadershipforum,legit
847,tartinechocolat.org,tartinechocolat,legit
848,seolinkmarket.com,seolinkmarket,legit
849,digpro.se,digpro,legit
850,umnochi.atwebpages.com,atwebpages,legit
851,www.westsidechurch.org,westsidechurch,legit
852,iaiglobal.or.id,iaiglobal,legit
853,vividl.comze.com,comze,legit
854,vivatsaultppc.com,vivatsaultppc,legit
855,buoopflcjkvcslmy.com,buoopflcjkvcslmy,dga
856,jzthuonzqncus.com,jzthuonzqncus,dga
857,lqsoblojrtiw.xyz,lqsoblojrtiw,dga
858,gavilan.cl,gavilan,legit
859,chineseseoservice.com,chineseseoservice,legit
860,xwpbxdmv.pw,xwpbxdmv,dga
861,time1.google.com,google,legit
862,subdomaintest.chickenkiller.com,chickenkiller,legit
863,gl.no-ip.info,no-ip,legit
864,eu.spring-files.com,spring-files,legit
865,sclick.baidu.com,baidu,legit
866,businessmoney.in,businessmoney,legit
867,api.hostip.info,hostip,legit
868,azebu.pt,azebu,legit
869,Cheetoh.zapto.org,zapto,legit
870,meridies.org,meridies,legit
871,dnsqa-m03.c644a3e76e438794c399ea1ccdb9206b.me,c644a3e76e438794c399ea1ccdb9206b,dga
872,wxagpibhwrp.fr,wxagpibhwrp,dga
873,fd.bennyp.net,bennyp,legit
874,sayn.ridique.ru,ridique,legit
875,accessus.net,accessus,legit
876,kaufthal.com,kaufthal,legit
877,djkentaro.com,djkentaro,legit
878,c1.setepicnew.info,setepicnew,legit
879,ktqyrmiyvnidd.com,ktqyrmiyvnidd,dga
880,pibqzedhzwt.com,pibqzedhzwt,dga
881,wchdbyuteue.com,wchdbyuteue,dga
882,berkshirebusiness.org,berkshirebusiness,legit
883,welfareofmankind.com,welfareofmankind,legit
884,pcgfund.com,pcgfund,legit
885,d271zaccbgpi7o.cloudfront.net,cloudfront,legit
886,dc1.divjs.net,divjs,legit
887,stun.ipshka.com,ipshka,legit
888,vbiuzxeg.com,vbiuzxeg,dga
889,widgets.amung.us,amung,legit
890,paritariaimmacolata.it,paritariaimmacolata,legit
891,umaupagsd.click,umaupagsd,legit
892,j5exun8hiwu.6xk9xmehyh.com,6xk9xmehyh,dga
893,zkkfpkbbfnmihohix.com,zkkfpkbbfnmihohix,dga
894,twhbi.com,twhbi,legit
895,urayasu.net,urayasu,legit
896,download.cdn.installspeed.com,installspeed,legit
897,ytnxvxnlumzvtdelo.com,ytnxvxnlumzvtdelo,dga
898,insidiouspool.com,insidiouspool,legit
899,sdmjjhvmobjois.org,sdmjjhvmobjois,dga
900,download.exe10.com,exe10,legit
901,selldoor.pl,selldoor,legit
902,avyhvzzpusujnwkjf.com,avyhvzzpusujnwkjf,dga
903,stacon.eu,stacon,legit
904,www.ijktzijxrhkjr.dbs*tp.sgv,sgv,legit
905,bvoeqwtjzwajtfy.com,bvoeqwtjzwajtfy,dga
906,wyqrbzb.tv6e50izin.com,tv6e50izin,dga
907,stun.faktortel.com.au,faktortel,legit
908,zhvel.net,zhvel,legit
909,tsgqo.ru,tsgqo,legit
910,nptxr.tf,nptxr,legit
911,js.newinputinfoservice.com,newinputinfoservice,legit
912,newsbrontima.com,newsbrontima,legit
913,asifaindia.com,asifaindia,legit
914,vgcdinjoj.com,vgcdinjoj,legit
915,passlift.com,passlift,legit
916,www.londonroofingroofers.co.uk,londonroofingroofers,legit
917,businessdb02.noip.me,noip,legit
918,th.symcb.com,symcb,legit
919,frisurf.no,frisurf,legit
920,tbltfm.de,tbltfm,legit
921,ftp.nxt.p.ht,ftp.nxt,dga
922,u3irb5bo.m8bt92w7y1.com,m8bt92w7y1,dga
923,su5hpz.tohk5ja.cc,tohk5ja,dga
924,ihopethisworks.no-ip.biz,no-ip,legit
925,ahmedno.no-ip.biz,no-ip,legit
926,annasa.online,annasa,legit
927,wbgzpjfxlxlcvbth.com,wbgzpjfxlxlcvbth,dga
928,www.yhsfd.com,yhsfd,legit
929,qrvzeatrn.com,qrvzeatrn,dga
930,1pvrixvqkd55y16fjtggs28991.org,1pvrixvqkd55y16fjtggs28991,dga
931,jsdtbbafwa.it,jsdtbbafwa,dga
932,ffmcuweeuegqelp.fr,ffmcuweeuegqelp,dga
933,trikhaus.info,trikhaus,legit
934,html5mocha.com,html5mocha,legit
935,rjpkxiywinyhjoqltq.com,rjpkxiywinyhjoqltq,dga
936,itgsolutions.nl,itgsolutions,legit
937,web.download-root.com,download-root,legit
938,mashhadsir.com,mashhadsir,legit
939,www.denville.ca,denville,legit
940,xxx1xxx.no-ip.biz,no-ip,legit
941,usmed.org.tr,usmed,legit
942,pingfore.qq.com,pingfore,legit
943,www.cnn.com,cnn,legit
944,floridadoubled.com,floridadoubled,legit
945,rodeoshow.com.au,rodeoshow,legit
946,rzmxpzmhf.com,rzmxpzmhf,dga
947,cybertron.com,cybertron,legit
948,injhsmedkkvjktwgmz.com,injhsmedkkvjktwgmz,dga
949,fruitspot.co.za,fruitspot,legit
950,www.newtonpaiva.br,newtonpaiva,legit
951,lowelectlights.ru,lowelectlights,legit
952,niue.no-ip.info,no-ip,legit
953,www.czzsyzgz.com,czzsyzgz,dga
954,jhkkssojlwnyjgnsslm.com,jhkkssojlwnyjgnsslm,dga
955,vnsdh.ru,vnsdh,legit
956,0evendirtierpiez.no-ip.biz,no-ip,legit
957,skgenwvyoljicux.com,skgenwvyoljicux,dga
958,oilwellme.com,oilwellme,legit
959,www.optiver.com,optiver,legit
960,avpu.su,avpu,legit
961,simox.myq-see.com,myq-see,dga
962,cascademarble.com,cascademarble,legit
963,www.google-analytics.com,google-analytics,legit
964,animalwelfare.ro,animalwelfare,legit
965,sky.com,sky,legit
966,prt.filesinc.info,filesinc,legit
967,ecmb.bdimg.com,bdimg,legit
968,kagu-hokuren.com,kagu-hokuren,legit
969,bbs.tntsui.com,tntsui,legit
970,dongxinh.com,dongxinh,legit
971,zeroremote.comeze.com,comeze,legit
972,rhirigwlj7z.i5pka225o.com,i5pka225o,dga
973,blog.ogc.com.pk,ogc,legit
974,eckwr.ru,eckwr,legit
975,aaepablog.com,aaepablog,legit
976,hbspam.xpg.com.br,xpg,legit
977,empordalia.com,empordalia,legit
978,posten.se,posten,legit
979,etcycles.com,etcycles,legit
980,royratter.chickenkiller.com,chickenkiller,legit
981,qjssc.ru,qjssc,legit
982,minatech.net,minatech,legit
983,sv.downloadgroup.info,downloadgroup,legit
984,jnfmkychcydouuajc.com,jnfmkychcydouuajc,dga
985,ww92.dominikanabestplace.com,dominikanabestplace,legit
986,shbrazil.com,shbrazil,legit
987,sappmtraining.com,sappmtraining,legit
988,vzlom2.zapto.org,zapto,legit
989,c1.allocal.info,allocal,legit
990,1366imm.noip.me,noip,legit
991,axhobxgayv.xyz,axhobxgayv,dga
992,7mkyhpwalh.site,7mkyhpwalh,dga
993,nutqauytva4azxd.com,nutqauytva4azxd,dga
994,ou.mnh8.com.cn,mnh8,legit
995,zip.rgbdomsrv.com,rgbdomsrv,dga
996,vlc.servehttp.com,servehttp,legit
997,extuhmqqtzwavpmfw.com,extuhmqqtzwavpmfw,dga
998,myexternalip.com,myexternalip,legit
999,darkman.no-ip.biz,no-ip,legit
1000,www.itgsolutions.nl,itgsolutions,legit
1001,bapasitaramsevatrust.org,bapasitaramsevatrust,legit
1002,ctr4process.org,ctr4process,legit
1003,zlcqkvwcol.at,zlcqkvwcol,dga
1004,biocarbon.com.ec,biocarbon,legit
1005,chawrash.no-ip.org,no-ip,legit
1006,dota2id.org,dota2id,legit
1007,monmouthshirepgl.co.uk,monmouthshirepgl,legit
1008,sellmakers.com,sellmakers,legit
1009,alevriadi.com,alevriadi,legit
1010,api.magnofiler.com,magnofiler,legit
1011,ui.ptlogin2.qq.com,ui.ptlogin2,legit
1012,c21edu.com,c21edu,legit
1013,gcaocxscewiemvhggl.com,gcaocxscewiemvhggl,dga
1014,33.netbot.cc,netbot,legit
1015,chr0nic.ddns.net,ddns,legit
1016,www.mediaocean.pl,mediaocean,legit
1017,dtrack.secdls.com,secdls,legit
1018,www.hugedomains.com,hugedomains,legit
1019,iktus.fr,iktus,legit
1020,livecleaner.co.kr,livecleaner,legit
1021,barksoflove.org,barksoflove,legit
1022,notnimdab.ddns.net,ddns,legit
1023,allthetime.no-ip.org,no-ip,legit
1024,lockerlookz.com,lockerlookz,legit
1025,iwuvohely.de,iwuvohely,dga
1026,up.krgodaddy.info,krgodaddy,legit
1027,seosoxuzweb.kz,seosoxuzweb,legit
1028,bark.com.br,bark,legit
1029,wgwuwgruwddhuw.ru,wgwuwgruwddhuw,dga
1030,alrbuiae.no-ip.biz,no-ip,legit
1031,dl.tuto4pc.com,tuto4pc,legit
1032,www3-ext-s.nflximg.net,nflximg,legit
1033,nutqauytva9azxd.com,nutqauytva9azxd,dga
1034,dirbeen.com,dirbeen,legit
1035,testdomain1.chickenkiller.com,chickenkiller,legit
1036,photoclubs.com,photoclubs,legit
1037,dns2serverid2.ru,dns2serverid2,legit
1038,roboenhostingciys.com,roboenhostingciys,legit
1039,shvabra.eu,shvabra,legit
1040,frwwkrpnkvig.com,frwwkrpnkvig,dga
1041,searchlnk.com,searchlnk,legit
1042,lavanayatrade.co.in,lavanayatrade,legit
1043,uwsiciliv.click,uwsiciliv,legit
1044,www.ferdigstudios.0fees.us,0fees,legit
1045,xing-group.com,xing-group,legit
1046,www.mcgownguild.com,mcgownguild,legit
1047,yuaopabeywai.de,yuaopabeywai,legit
1048,contentcache-a.akamaihd.net,akamaihd,legit
1049,pop9393.no-ip.org,no-ip,legit
1050,xshyq.ru,xshyq,legit
1051,hfrat.no-ip.org,no-ip,legit
1052,cbhytcvyxzzj.com,cbhytcvyxzzj,dga
1053,"baiiimak.no-ip,biz","no-ip,biz",legit
1054,ig-engenharia.com,ig-engenharia,legit
1055,cksglobal.net,cksglobal,legit
1056,hustler.com,hustler,legit
1057,odgrqjvymxofstvmrvt.com,odgrqjvymxofstvmrvt,dga
1058,gbkgcirpxo.pw,gbkgcirpxo,dga
1059,jzyskusvwwpnykoi.com,jzyskusvwwpnykoi,dga
1060,bwjkr.su,bwjkr,legit
1061,www.photoclubs.com,photoclubs,legit
1062,plomberie-depannages.com,plomberie-depannages,legit
1063,maxprintingcentre.com,maxprintingcentre,legit
1064,sic-choppers.goracer.de,goracer,legit
1065,mer30.org,mer30,legit
1066,clc-english.com,clc-english,legit
1067,load.belindaspearls.com,belindaspearls,legit
1068,watch-fp.com,watch-fp,legit
1069,whatismyip.akamai.com,akamai,legit
1070,zgybcqsnmpbjjgafimng.com,zgybcqsnmpbjjgafimng,dga
1071,pqfbnaszjaszcnnemowp.com,pqfbnaszjaszcnnemowp,dga
1072,czxktmibwsunnto.com,czxktmibwsunnto,dga
1073,globalrealtyopportunities.com,globalrealtyopportunities,legit
1074,host.operateur.me,operateur,legit
1075,front2.omegle.com,omegle,legit
1076,googletbmshop.hopto.org,hopto,legit
1077,zhszoxeavbhmtkbju.com,zhszoxeavbhmtkbju,dga
1078,185.103.252.148:80,185.103.252.148,dga
1079,zhrvryjbgwgubffy.com,zhrvryjbgwgubffy,dga
1080,stecom.nl,stecom,legit
1081,www.secondofferdelivery.com,secondofferdelivery,legit
1082,stan.mxp200.com,mxp200,legit
1083,lefvcywsguk.com,lefvcywsguk,dga
1084,crunkthatme.com,crunkthatme,legit
1085,luanaarts.com.br,luanaarts,legit
1086,front5.omegle.com,omegle,legit
1087,vyeaukkyszhdeug.com,vyeaukkyszhdeug,dga
1088,ykvmiyfbbaqgryd.com,ykvmiyfbbaqgryd,dga
1089,impex.com.pl,impex,legit
1090,coopsupermarkt.nl,coopsupermarkt,legit
1091,dist.divx.com,divx,legit
1092,clothdiapersexpert.com,clothdiapersexpert,legit
1093,fiverred.com,fiverred,legit
1094,disorbs.no-ip.org,no-ip,legit
1095,whos.amung.us,amung,legit
1096,ww9.babyslutsnil.com,babyslutsnil,legit
1097,clubstas.de,clubstas,legit
1098,9ar.no-ip.org,no-ip,legit
1099,payrollbureaux.com,payrollbureaux,legit
1100,aqazrrwmzrvrvoshpi.com,aqazrrwmzrvrvoshpi,dga
1101,maname123.is-gone.com,is-gone,legit
1102,acenber.sbkml.k12.tr,sbkml,legit
1103,qwtzjokvjfvecysgypbd.com,qwtzjokvjfvecysgypbd,dga
1104,qqssrkkv.biz,qqssrkkv,dga
1105,cdnjs.cloudflare.com,cloudflare,legit
1106,terrymerry.com,terrymerry,legit
1107,adhwcthf.com,adhwcthf,dga
1108,static-hp-eas-s-msn-com.akamaized.net,akamaized,legit
1109,ctvkkeshaqvt.org,ctvkkeshaqvt,dga
1110,vflpdvvcshpm.work,vflpdvvcshpm,dga
1111,pbxfdvizihgcv.com,pbxfdvizihgcv,dga
1112,mero66.no-ip.biz,no-ip,legit
1113,3788c7.api.socdn.com,socdn,legit
1114,host5051.ru,host5051,legit
1115,citycar.cl,citycar,legit
1116,adelame.no-ip.biz,no-ip,legit
1117,zwmobkxpbcwddexzh.com,zwmobkxpbcwddexzh,dga
1118,xcwgobfqdgay.info,xcwgobfqdgay,dga
1119,brookfarm.com.au,brookfarm,legit
1120,krblwcglw.click,krblwcglw,dga
1121,torichipinis.com,torichipinis,legit
1122,frkuvcxtoruqcgt.pl,frkuvcxtoruqcgt,dga
1123,ttxhqqdhwccx.org,ttxhqqdhwccx,dga
1124,pobiputlrmgl.ru,pobiputlrmgl,dga
1125,donx.strangled.net,strangled,legit
1126,static.bmagno.com,bmagno,legit
1127,uxunadoka.de,uxunadoka,legit
1128,www.mattiussiecologia.com,mattiussiecologia,legit
1129,wiiunlockplusreview.com,wiiunlockplusreview,legit
1130,mitsubishidehumidifiers.co.uk,mitsubishidehumidifiers,legit
1131,jicoorgeteipbjfevzhw.com,jicoorgeteipbjfevzhw,legit
1132,dl.static.iqiyi.com,iqiyi,legit
1133,flagg-hv.de,flagg-hv,legit
1134,vs.redirectme.net,redirectme,legit
1135,download.windowsupdate.com,windowsupdate,legit
1136,juizi.com,juizi,legit
1137,www.mydowncenter.me,mydowncenter,legit
1138,metrics.wiseinstaller.net,wiseinstaller,legit
1139,khairou.no-ip.org,no-ip,legit
1140,google-lc3.no-ip.org,no-ip,legit
1141,djkentaro.jp,djkentaro,legit
1142,penavision.co.in,penavision,legit
1143,efitibtqb.pl,efitibtqb,legit
1144,pingjs.qq.com,pingjs,legit
1145,gege.zgpmsj.com,zgpmsj,legit
1146,pdstriker.com,pdstriker,legit
1147,lscyqrjofqmtn.com,lscyqrjofqmtn,dga
1148,uhoqegszviylqtiga.com,uhoqegszviylqtiga,dga
1149,zspbweeeekla.com,zspbweeeekla,legit
1150,wasfx.net,wasfx,legit
1151,toutenmeuse.com,toutenmeuse,legit
1152,bringsomedata.com,bringsomedata,legit
1153,xmlinstcp.ffbbvt.eu,ffbbvt,legit
1154,kbvmxwjxtvncddaiyb.com,kbvmxwjxtvncddaiyb,dga
1155,fzodifpeype.info,fzodifpeype,dga
1156,www.d}sm{atbsq*jdt(~i+ufr,d}sm{atbsq*jdt(~i+ufr,dga
1157,onnxtepjtmtukenpm.com,onnxtepjtmtukenpm,dga
1158,d1uh9mm1vjcbmw.cloudfront.net,cloudfront,legit
1159,anyonescliffs.org,anyonescliffs,legit
1160,easyprobar.info,easyprobar,legit
1161,mikeemeka.ddns.net,ddns,legit
1162,torchbrowser.com,torchbrowser,legit
1163,hiuctidthkvwowhvo.com,hiuctidthkvwowhvo,dga
1164,errors.gencloudex.com,gencloudex,legit
1165,theprintinghouseltd.co.uk,theprintinghouseltd,legit
1166,rueggeberg.com,rueggeberg,legit
1167,westhillsstl.org,westhillsstl,legit
1168,dwnl.toolbarservices.com,toolbarservices,legit
1169,www.tracemyip.org,tracemyip,legit
1170,fwcwxo.com,fwcwxo,legit
1171,colbysgay.ddns.net,ddns,legit
1172,aummdgqbto.com,aummdgqbto,dga
1173,stats.clientstaticserv.com,clientstaticserv,legit
1174,manuyantralaya.com,manuyantralaya,legit
1175,tallyingmerants.net,tallyingmerants,legit
1176,cgisutadrreeofer.com,cgisutadrreeofer,legit
1177,isp-h.com,isp-h,legit
1178,www.dandidanillo.biz,dandidanillo,legit
1179,s7.postimg.org,postimg,legit
1180,brandhost.eu,brandhost,legit
1181,sztartufi.com,sztartufi,legit
1182,hxvadvideqaztbanqr.com,hxvadvideqaztbanqr,legit
