,url,domain,class
2978,feton.net,feton,legit
2979,data.biphysics.com,biphysics,legit
2980,hzdgh.nl.ai,hzdgh,legit
2981,traffic-flowing.com,traffic-flowing,legit
2982,caradrive.in,caradrive,legit
2983,78o96111.idua.org,idua,legit
2984,1462639152.web-animallife.biz,web-animallife,legit
2985,cp8qc5vr2.letgodasockweb.com,letgodasockweb,legit
2986,ssl.runescapei.com,runescapei,legit
2987,tranquilwer.chickenkiller.com,chickenkiller,legit
2988,kiqevinarelo.com,kiqevinarelo,legit
2989,mx.stock-soft.com,stock-soft,legit
2990,www.myexternalip.com,myexternalip,legit
2991,1462739333.net-testhdd.us,net-testhdd,legit
2992,pcdomains.co.cc,pcdomains,legit
2993,aqgmbfulikbyeemmofu.com,aqgmbfulikbyeemmofu,dga
2994,jeep4ever.no-ip.biz,no-ip,legit
2995,aldio.ru,aldio,legit
2996,gyo.servehttp.com,servehttp,legit
2997,smmyuhxlt.net,smmyuhxlt,legit
2998,mynyzyxyrofizo.com,mynyzyxyrofizo,legit
2999,ono.com,ono,legit
3000,tesipohycuco.com,tesipohycuco,legit
3001,elasrag2015.noip.me,noip,legit
3002,2ha4x0r.no-ip.org,no-ip,legit
3003,sjmybncihjnurorwzwic.com,sjmybncihjnurorwzwic,dga
3004,qorqaawbiqdaboo.com,qorqaawbiqdaboo,dga
3005,vupuhuzyniw.com,vupuhuzyniw,dga
3006,taabj.ru,taabj,legit
3007,dzzkvkhd.com,dzzkvkhd,dga
3008,mania.com,mania,legit
3009,lewt-giveaway.com,lewt-giveaway,legit
3010,intuit.com,intuit,legit
3011,delanecanada.ca,delanecanada,legit
3012,clickdesmoines.org,clickdesmoines,legit
3013,rapidshare.com,rapidshare,legit
3014,rav_kr.w.interiowo.pl,interiowo,legit
3015,viswas-d.no-ip.biz,no-ip,legit
3016,elasticpineapple.vv.cc,elasticpineapple,legit
3017,mrsaix.noip.me,noip,legit
3018,geafilhoxojo.kz,geafilhoxojo,legit
3019,rypcyxdufabqc.com,rypcyxdufabqc,dga
3020,pingtest1.hopto.org,hopto,legit
3021,medveputs.com,medveputs,legit
3022,hvltbsiyse.com,hvltbsiyse,dga
3023,twyzxhwpluclcqcj.ru,twyzxhwpluclcqcj,dga
3024,mlyrxdncpgmshj.su,mlyrxdncpgmshj,dga
3025,api.getmagno.com,getmagno,legit
3026,api.poolminers.net,poolminers,legit
3027,discobachata.dk,discobachata,legit
3028,ct3240669.ourtoolbar.com,ourtoolbar,legit
3029,buritomack.com,buritomack,legit
3030,golmmedjhjakdjjjfjjaaaaa.ru,golmmedjhjakdjjjfjjaaaaa,dga
3031,chicagotable.in,chicagotable,legit
3032,thecracker.no-ip.biz,no-ip,legit
3033,www.mytripdownload.com,mytripdownload,legit
3034,kdhgk.nl.ai,kdhgk,legit
3035,nicechar.co.cc,nicechar,legit
3036,lefvcywsguk.com,lefvcywsguk,dga
3037,vyeaukkyszhdeug.com,vyeaukkyszhdeug,dga
3038,vipcount.dns-dns.com,dns-dns,legit
3039,amatolucasites.no-ip.biz,no-ip,legit
3040,spkex601.us,spkex601,dga
3041,1461818852.httpdump.net,httpdump,legit
3042,5chocolat.no-ip.biz,no-ip,legit
3043,ns8.weneversleep.co.uk,weneversleep,legit
3044,greatnote.co.cc,greatnote,legit
3045,kurdi123.no-ip.org,no-ip,legit
3046,ringhole1.zapto.org,zapto,legit
3047,hnywdakvhxvuoeuap.com,hnywdakvhxvuoeuap,dga
3048,iuhohaeqgpikwwgvkki.com,iuhohaeqgpikwwgvkki,dga
3049,www.loudspeaker.in.th,loudspeaker,legit
3050,ytpytcambvydsa.com,ytpytcambvydsa,dga
3051,olpiehtrvd.com,olpiehtrvd,dga
3052,robmob.no-ip.info,no-ip,legit
3053,quddmhdrng.ru,quddmhdrng,dga
3054,crash-chaos-radio.com,crash-chaos-radio,legit
3055,0handicap.at,0handicap,legit
3056,track.2sqrm.com,2sqrm,legit
3057,beachparty.no-ip.biz,no-ip,legit
3058,3antoinedelafon.no-ip.org,no-ip,legit
3059,dizzii.no-ip.biz,no-ip,legit
3060,catchmeeye.in,catchmeeye,legit
3061,bl4kjj.zapto.org,zapto,legit
3062,linq-goody-best.com,linq-goody-best,legit
3063,exagwvaaug.com,exagwvaaug,dga
3064,mathematicshoolonline.com,mathematicshoolonline,legit
3065,pen1.fayerwall.info,fayerwall,legit
3066,helyqwtfsunoazty.ru,helyqwtfsunoazty,dga
3067,pivzovznpssx.com,pivzovznpssx,dga
3068,webyakivee.in,webyakivee,legit
3069,smmyuhxlt.com,smmyuhxlt,legit
3070,tfipmwkcgigiey.com,tfipmwkcgigiey,dga
3071,imp.fusioninstall.com,fusioninstall,legit
3072,d16hr9n7t75k58.cloudfront.net,cloudfront,legit
3073,www.savoretti-ds.it,savoretti-ds,legit
3074,assets.onestore.ms,onestore,legit
3075,jaymotion100.no-ip.biz,no-ip,legit
3076,eachzoom.co.cc,eachzoom,legit
3077,o.anygutterkings.com,anygutterkings,legit
3078,realupdates.ddns01.com,ddns01,legit
3079,gihuseqob.com,gihuseqob,legit
3080,game4life.com.nu,com,legit
3081,oopukseti.com,oopukseti,legit
3082,quick.ddoscomin.com,ddoscomin,legit
3083,ewyhowidi.de,ewyhowidi,legit
3084,2moz.no-ip.biz,no-ip,legit
3085,root.track2.cc,track2,legit
3086,rdaznrvswgb.com,rdaznrvswgb,dga
3087,aaa.svdoun.com,svdoun,legit
3088,bassettfurniture.com,bassettfurniture,legit
3089,freepatentauction.com,freepatentauction,legit
3090,nymemuhoseran.com,nymemuhoseran,legit
3091,ratulahmed.no-ip.biz,no-ip,legit
3092,state.ace4allprinters.ca,ace4allprinters,legit
3093,mblmvrla.com,mblmvrla,dga
3094,hupugivuz.com,hupugivuz,dga
3095,sywjvsltdytqrajn.com,sywjvsltdytqrajn,dga
3096,nifty.ne.jp,nifty,legit
3097,buhjolk.at,buhjolk,legit
3098,ex2.broadserver.jp,broadserver,legit
3099,qtscqzdij.com,qtscqzdij,dga
3100,tei.freezefrog.com,freezefrog,legit
3101,bpmlhpuogveluyobjb.com,bpmlhpuogveluyobjb,dga
3102,traffic-advisory.com,traffic-advisory,legit
3103,e-sim2g.givishoolstome.com,givishoolstome,legit
3104,djigitnakone.com,djigitnakone,legit
3105,tigers-net.com,tigers-net,legit
3106,alunepuher.com,alunepuher,legit
3107,script.hotjar.com,hotjar,legit
3108,jepalur.info,jepalur,legit
3109,5reguo.no-ip.biz,no-ip,legit
3110,greatmanager.co.cc,greatmanager,legit
3111,nandos.mymentormax.com,mymentormax,legit
3112,whois.grannyg.us,grannyg,legit
3113,johntheawe.ddns.net,ddns,legit
3114,1463609688.httpfastinternet.us,httpfastinternet,legit
3115,gv.symcb.com,symcb,legit
3116,dl.salmanticasativa.com,salmanticasativa,legit
3117,herbalistic.com,herbalistic,legit
3118,pozfeodeakas.kz,pozfeodeakas,legit
3119,divergerusedski.info,divergerusedski,legit
3120,vpeuucbo.com,vpeuucbo,dga
3121,boqupyvuru.com,boqupyvuru,dga
3122,xlvgyflc.pl,xlvgyflc,dga
3123,rpvphvdgkq.info,rpvphvdgkq,dga
3124,kuyfpapjundhcit.com,kuyfpapjundhcit,dga
3125,rwtxpiehuiiucxkfckw.com,rwtxpiehuiiucxkfckw,dga
3126,reihtec.com,reihtec,legit
3127,oydahrenlitutskazata.ru,oydahrenlitutskazata,legit
3128,mkucpaebckr.net,mkucpaebckr,dga
3129,vrhgs.su,vrhgs,legit
3130,abolypaco.pl,abolypaco,legit
3131,rav_kr.w.interia.pl,interia,legit
3132,2fvckthesyst3m.no-ip.org,no-ip,legit
3133,sakiirb.no-ip.info,no-ip,legit
3134,bestsuccess.co.cc,bestsuccess,legit
3135,iqe7piqs1.audioandvideoportal.com,audioandvideoportal,legit
3136,myfutureisnow.ca,myfutureisnow,legit
3137,r2m.hopto.org,hopto,legit
3138,tibehewuk.com,tibehewuk,legit
3139,vojhro.net,vojhro,legit
3140,fdafds.mywww.biz,mywww,legit
3141,files-download-131.com,files-download-131,legit
3142,bloglabel.net,bloglabel,legit
3143,ffbmln.net,ffbmln,legit
3144,vfmountain.org,vfmountain,legit
3145,count.nnctx.com.ru,nnctx,legit
3146,1463472463.website-usb.us,website-usb,legit
3147,pdragenbaum.ddns.net,ddns,legit
3148,jxuynwdac.com,jxuynwdac,dga
3149,clickchattanooga.org,clickchattanooga,legit
3150,klu7chzbs.info,klu7chzbs,dga
3151,jobcracker.nl.ai,jobcracker,legit
3152,wellygoodwill.com,wellygoodwill,legit
3153,HOtMaIl.cOM,HOtMaIl,legit
3154,1462795128.httpsea.com,httpsea,dga
3155,3cyber-dos.no-ip.org,no-ip,legit
3156,www.fuehlediecon.com,fuehlediecon,legit
3157,1463480360.net-testhdd.us,net-testhdd,legit
3158,0019328825.d017efaf.01.DB2622ED58A043E9BC808BEF4BC1E066.n.empty.887.empty.5_1._t_i.ffffffff.temp_file_name_exe.156.rc2.a4h9uploading.com,a4h9uploading,legit
3159,1canadaip.no-ip.info,no-ip,legit
3160,adolfforua.com,adolfforua,legit
3161,fivolid.eu,fivolid,legit
3162,kz.kz5n.com,kz5n,legit
3163,bgstat.in,bgstat,legit
3164,estructurasema.com.ar,estructurasema,legit
3165,126ges9.midifilehosting.com,midifilehosting,legit
3166,iblgthye.com,iblgthye,dga
3167,givemefilesnow.info,givemefilesnow,legit
3168,cpuadvisor.co.cc,cpuadvisor,legit
3169,alzbwkhevhgay.com,alzbwkhevhgay,dga
3170,frequentwaiter.vv.cc,frequentwaiter,legit
3171,4everphp.de,4everphp,legit
3172,goopndlgvy.com,goopndlgvy,dga
3173,ageoldremover.org,ageoldremover,legit
3174,thejonesact.com,thejonesact,legit
3175,thorwords.ce.ms,thorwords,legit
3176,4sucme.hopto.org,hopto,legit
3177,5simoncrib.no-ip.org,no-ip,legit
3178,svi.sytes.net,sytes,legit
3179,basicgoal.co.cc,basicgoal,legit
3180,osennhoxbtda.eu,osennhoxbtda,dga
3181,carmine.warsheet.com,warsheet,legit
3182,sify.com,sify,legit
3183,pvqwziehrqscosb.com,pvqwziehrqscosb,dga
3184,Hairy.Mexican.jumpingcrab.com,jumpingcrab,legit
3185,vaporenegiqi.com,vaporenegiqi,legit
3186,infog.be,infog,legit
3187,p34s3.hmarhelo.com,hmarhelo,legit
3188,glenninyx.in,glenninyx,legit
3189,1463214603.net-testhdd.us,net-testhdd,legit
3190,zdhplnjvojztuwukqgnkzofaqaeif.com,zdhplnjvojztuwukqgnkzofaqaeif,dga
3191,nivipizojiri.com,nivipizojiri,legit
3192,marchmail.com,marchmail,legit
3193,232807e00419.weirden.com,weirden,legit
3194,stn0001.com,stn0001,legit
3195,control-event.info,control-event,legit
3196,spycyealpine.info,spycyealpine,legit
3197,axobrxdyeyn.com,axobrxdyeyn,dga
3198,1brokenisgod.no-ip.info,no-ip,legit
3199,www.zelobit.ru,zelobit,legit
3200,toon555.no-ip.biz,no-ip,legit
3201,ridibasofetevi.com,ridibasofetevi,legit
3202,gema-lock2.in,gema-lock2,legit
3203,cdorpnmmafnomwyeny.com,cdorpnmmafnomwyeny,dga
3204,wzkda.net,wzkda,legit
3205,bundespol.com,bundespol,legit
3206,routerflicked.biz,routerflicked,legit
3207,1igotu.sytes.net,sytes,legit
3208,juvukebovi.com,juvukebovi,dga
3209,i7.baidu.com,baidu,legit
3210,vtkyrzn.co.cc,vtkyrzn,dga
3211,pastvvzu.org,pastvvzu,legit
3212,cloud-search.snapdoapp.com,snapdoapp,legit
3213,aqmuiaddsxklxe.com,aqmuiaddsxklxe,dga
3214,kiwi6.com,kiwi6,legit
3215,gemagate.net,gemagate,legit
3216,api.tramagno.com,tramagno,legit
3217,gyerekcipo.cx.cc,gyerekcipo,legit
3218,126gafi.cdn24.hostingbestupload.com,hostingbestupload,legit
3219,httpsatellite.eu,httpsatellite,legit
3220,completelunatic.org,completelunatic,legit
3221,www.abogadosiriarte.com,abogadosiriarte,legit
3222,campingstack.com,campingstack,legit
3223,pokimonoden.no-ip.biz,no-ip,legit
3224,sf.symcb.com,symcb,legit
3225,degbxpos.com,degbxpos,legit
3226,peorztbphu.com,peorztbphu,dga
3227,yrluloqkxujrvv.com,yrluloqkxujrvv,dga
3228,nhyjfubtfnozyqaswg.com,nhyjfubtfnozyqaswg,dga
3229,danielnoren2.no-ip.biz,no-ip,legit
3230,r87tr7trt4.zapto.org,zapto,legit
3231,pvbard.ru,pvbard,legit
3232,techhdproductionz.no-ip.org,no-ip,legit
3233,2375dba7f6b3a5ad.delfinos.co.za,delfinos,legit
3234,waystrf.com,waystrf,legit
3235,1462566673.net-testhdd.us,net-testhdd,legit
3236,sisygynilulyh.com,sisygynilulyh,legit
3237,kapper1337.no-ip.biz,no-ip,legit
3238,designerhabit.co.uk,designerhabit,legit
3239,ingimex.com,ingimex,legit
3240,securelinkdownload.com,securelinkdownload,legit
3241,bfsghsf.c0m.li,c0m,legit
3242,fupkowodufoc.kz,fupkowodufoc,dga
3243,flemingc.on.ca,flemingc,legit
3244,pfvwtjuoph.com,pfvwtjuoph,dga
3245,2ch.net,2ch,legit
3246,y0ug.itisjustluck.com,itisjustluck,legit
3247,london.com,london,legit
3248,ukiixagdbdkd.com,ukiixagdbdkd,dga
3249,kratbgbq.cz.cc,kratbgbq,dga
3250,housam.linkpc.net,linkpc,legit
3251,complete-pork.cx.cc,complete-pork,legit
3252,swcpuaw.ru,swcpuaw,dga
3253,aoerctvn.cu.cc,aoerctvn,legit
3254,wtnibzuskk.com,wtnibzuskk,dga
3255,bendopedro44.ru,bendopedro44,legit
3256,lgshugnlzw8f1bsocpr1o5mxri.biz,lgshugnlzw8f1bsocpr1o5mxri,dga
3257,www.bigseekpro.com,bigseekpro,legit
3258,1461884357.httplime.net,httplime,legit
3259,pisdwxxexkylgkylljgi.com,pisdwxxexkylgkylljgi,dga
3260,simulation.no-ip.biz,no-ip,legit
3261,cortnovij.com,cortnovij,legit
3262,ramilhgme.com,ramilhgme,legit
3263,nnplrrnr.co.cc,nnplrrnr,dga
3264,stcorp.osa.pl,osa,legit
3265,www.vioplayer.com,vioplayer,legit
3266,verywell.jealousy-quotes.net,jealousy-quotes,legit
3267,gema-lock7.in,gema-lock7,legit
3268,police10.shielamoranteam.com,shielamoranteam,legit
3269,ukr.net,ukr,legit
3270,searchmeal.org,searchmeal,legit
3271,police1.ukrtelecom.info,ukrtelecom,legit
3272,mqsqlwiwzlscl.com,mqsqlwiwzlscl,dga
3273,tuhiltuli.kz,tuhiltuli,legit
3274,police10.kitchencabinetmat.com,kitchencabinetmat,legit
3275,bgfgdf.freeddns.com,freeddns,legit
3276,izudcfgfqh.net,izudcfgfqh,dga
3277,imp.oi-imp4.com,oi-imp4,dga
3278,gcs-cpa.com,gcs-cpa,legit
3279,videooutprecocious.net,videooutprecocious,legit
3280,guppobod.net,guppobod,legit
3281,sa-girl.net,sa-girl,legit
3282,loltroll.zapto.org,zapto,legit
3283,2sambuckers.no-ip.biz,no-ip,legit
3284,vymuvysfriiyn.pw,vymuvysfriiyn,dga
3285,svc-stats.linkury.com,linkury,legit
3286,181407e00520.weirden.com,weirden,legit
3287,track.bndle.com,bndle,legit
3288,dl.dropboxusercontent.com,dropboxusercontent,legit
3289,c1.reportbox3.info,reportbox3,legit
3290,shashe.net,shashe,legit
3291,jsixsygbdm.com,jsixsygbdm,dga
3292,quick-255693.com,quick-255693,legit
3293,moehne-reha.de,moehne-reha,legit
3294,ddos.huarengang.com,huarengang,legit
3295,fasticons.co.cc,fasticons,legit
3296,metallica.com,metallica,legit
3297,strange-pancakes.gr8name.biz,gr8name,legit
3298,ibwro.ru,ibwro,legit
3299,stats.newdemoonlinecloud.com,newdemoonlinecloud,legit
3300,ndimedia.com,ndimedia,legit
3301,dojewoboji.com,dojewoboji,legit
3302,pekiwimozoha.com,pekiwimozoha,legit
3303,aiutoanziani.com,aiutoanziani,legit
3304,mydocuments.net76.net,net76,legit
3305,gsfgsd.nl.ai,gsfgsd,legit
3306,stmwijtm.co.cc,stmwijtm,dga
3307,middleastpost.org,middleastpost,legit
3308,wumytaxuboly.com,wumytaxuboly,dga
3309,americamoveis.com.br,americamoveis,legit
3310,retailsecurityguide.com,retailsecurityguide,legit
3311,1461888579.httpgo.net,httpgo,legit
3312,advertisingprogramswiki.com,advertisingprogramswiki,legit
3313,wnpin.ru,wnpin,legit
3314,gamez.freeps3games.biz,freeps3games,legit
3315,vnkjskjfhiuds.info,vnkjskjfhiuds,dga
3316,nsln.ru,nsln,legit
3317,dwsdnolwzyzsqkhjkq.ru,dwsdnolwzyzsqkhjkq,dga
3318,gdsgs.itemdb.com,itemdb,legit
3319,www.carterscakesandbakes.co.uk,carterscakesandbakes,legit
3320,c.s-microsoft.com,s-microsoft,legit
3321,premature-ejaculationcure.com,premature-ejaculationcure,legit
3322,static.tramagno.com,tramagno,legit
3323,anxztejxx.com,anxztejxx,dga
3324,suvucdluweptmhlxyhq.com,suvucdluweptmhlxyhq,dga
3325,ftp.pr0cell.site90.com,site90,legit
3326,yonahsqvnlvud.com,yonahsqvnlvud,dga
3327,google.ru,google,legit
3328,seroriwytuzek.com,seroriwytuzek,legit
3329,01833b7.netsolhost.com,netsolhost,legit
3330,xsite-search.com,xsite-search,legit
3331,rerererererere.com,rerererererere,legit
3332,jtnafzcnuyiqrrkr.ru,jtnafzcnuyiqrrkr,dga
3333,fupufanytyfa.com,fupufanytyfa,legit
3334,idsrocks.com,idsrocks,legit
3335,www.edgecube.com,edgecube,legit
3336,fusuhyt.co.cc,fusuhyt,legit
3337,acroipm.adobe.com,adobe,legit
3338,dazzleshare.in,dazzleshare,legit
3339,1461818866.httpdump.net,httpdump,legit
3340,ashley1121.no-ip.biz,no-ip,legit
3341,rottia.no-ip.biz,no-ip,legit
3342,inst.versscom.net,versscom,legit
3343,superdansoftware.in,superdansoftware,legit
3344,auvqjghelyqwtfsu.ru,auvqjghelyqwtfsu,dga
3345,1463428473.httpany.net,httpany,legit
3346,t12.baidu.com,baidu,legit
3347,chavrege1.com,chavrege1,legit
3348,precisionsolutionsky.com,precisionsolutionsky,legit
3349,tundra.site,tundra,legit
3350,bcerp1600.gv.vg,bcerp1600,dga
3351,1463214540.net-testhdd.us,net-testhdd,legit
3352,chinammm.club,chinammm,legit
3353,xwrrygvgt.com,xwrrygvgt,dga
3354,www.myeclipseide.jp,myeclipseide,legit
3355,update1.smartwecleaner.in,smartwecleaner,legit
3356,nonononunu.com,nonononunu,legit
3357,www.google.net,google,legit
3358,find-dentalimplants.com,find-dentalimplants,legit
3359,ionesystemcare.info,ionesystemcare,legit
3360,photobeat.su,photobeat,legit
3361,4n9.kolabatory.com,kolabatory,legit
3362,dpmnyvfnefqvavbyx.com,dpmnyvfnefqvavbyx,dga
3363,yerryprimatama-engineering.com,yerryprimatama-engineering,legit
3364,dcxrnlxykpvnvsiyxd.com,dcxrnlxykpvnvsiyxd,dga
3365,leidoveici.kz,leidoveici,legit
3366,updates.penwes.com,penwes,legit
3367,baluvppj.com,baluvppj,dga
3368,javadl-esd.sun.com,sun,legit
3369,vpchdxywmxtxedwgfac.com,vpchdxywmxtxedwgfac,dga
3370,ovgefohexbbkgj.com,ovgefohexbbkgj,dga
3371,fvlksaeo.vv.cc,fvlksaeo,dga
3372,raxukakudumow.com,raxukakudumow,legit
3373,clickboil.org,clickboil,legit
3374,qehquwies.info,qehquwies,dga
3375,salma2010.no-ip.info,no-ip,legit
3376,public-bread.xe.cx,public-bread,legit
3377,mx4.finansgroups.com,finansgroups,legit
3378,mikeostreet.cu.cc,mikeostreet,legit
3379,mvdxeyjeo.ru,mvdxeyjeo,dga
3380,instructivodogui.com.ar,instructivodogui,legit
3381,svzzvotxvd.com,svzzvotxvd,dga
3382,engineresult.co.cc,engineresult,legit
3383,xaqygacatewuk.com,xaqygacatewuk,legit
3384,games4win.org,games4win,legit
3385,sar74np8x4.kolabatory.com,kolabatory,legit
3386,effluri.in,effluri,legit
3387,masterkey.com.ua,masterkey,legit
3388,omnetac.com,omnetac,legit
3389,pineappletechnologies.com,pineappletechnologies,legit
3390,xyarat.dyndns.org,dyndns,legit
3391,pool.50btc.com,50btc,legit
3392,sethguex.sytes.net,sytes,legit
3393,hackhome.no-ip.biz,no-ip,legit
3394,PCHOME.COM.TW,PCHOME,legit
3395,inst.vertitechnologygroup.com,vertitechnologygroup,legit
3396,lxpcmncky.com,lxpcmncky,dga
3397,fial.moneyhome.biz,moneyhome,legit
3398,www.bestfails.eu,bestfails,legit
3399,pulumacugefel.com,pulumacugefel,legit
3400,businessdb00.ddns.net,ddns,legit
3401,1charlatan.no-ip.biz,no-ip,legit
3402,trc-sd.com,trc-sd,legit
3403,domenjob.net,domenjob,legit
3404,pit.deepbit.net,deepbit,legit
3405,t-online.de,t-online,legit
3406,dvgeqsama.com,dvgeqsama,legit
3407,irc.rizon.net,rizon,legit
3408,1462795222.httpsea.com,httpsea,dga
3409,twigens.in,twigens,legit
3410,qkqgqdonkd.ru,qkqgqdonkd,legit
3411,ocjbpymc.nl,ocjbpymc,dga
3412,odecnet.odeconline.com,odeconline,legit
3413,1461888580.httpgo.net,httpgo,legit
3414,lpxvsk1wv9w51j6k8t9jc3rdp.org,lpxvsk1wv9w51j6k8t9jc3rdp,dga
3415,godlikeweapon.pw,godlikeweapon,legit
3416,baysingerlaw.com,baysingerlaw,legit
3417,zimvrjyh.co.cc,zimvrjyh,dga
3418,dualnote.co.cc,dualnote,legit
3419,visibe.in,visibe,legit
3420,zizudadidura.com,zizudadidura,legit
3421,tevosadvisors.com,tevosadvisors,legit
3422,www.track2cash.com,track2cash,legit
3423,www.firecheerleaders.fr,firecheerleaders,legit
3424,www.infosniper.net,infosniper,legit
3425,searchobservation.org,searchobservation,legit
3426,khmqilzoezcmcfjlzd.com,khmqilzoezcmcfjlzd,dga
3427,yourDns.crabdance.com,crabdance,legit
3428,www.thefirstschool.com,thefirstschool,legit
3429,soparesolv.is-into-cars.com,is-into-cars,legit
3430,abhyimcj.cz.cc,abhyimcj,dga
3431,shalawbradosty.no-ip.org,no-ip,legit
3432,fr-cdn.windapp.net,windapp,legit
3433,app-static.crossrider.com,crossrider,legit
3434,www.googletagservices.com,googletagservices,legit
3435,aquanraph.com,aquanraph,legit
3436,mlmhomebusinesstraining.com,mlmhomebusinesstraining,legit
3437,ndcommunitycolleges.com,ndcommunitycolleges,legit
3438,spms-storage.spccint.com,spccint,legit
3439,n76.no-ip.info,no-ip,legit
3440,localizer.biz,localizer,legit
3441,jak3h07iq9h417bh3ostggf.basjak.org,basjak,legit
3442,bccxrykndfqrqvw.com,bccxrykndfqrqvw,dga
3443,uk7fq811w135pepcruk4kttrz.biz,uk7fq811w135pepcruk4kttrz,dga
3444,ocwbuffwnj.com,ocwbuffwnj,dga
3445,003c636.netsolhost.com,netsolhost,legit
3446,nozapik.info,nozapik,legit
3447,newtopbug.com,newtopbug,legit
3448,syn.23moyu.com,23moyu,legit
3449,1462758695.net-testhdd.us,net-testhdd,legit
3450,kjoavrfq.com,kjoavrfq,dga
3451,023007e0042c.deanard.com,deanard,legit
3452,cdn2.downloadaxel.com,downloadaxel,legit
3453,mediafullluc.com,mediafullluc,legit
3454,4everdreams.nl,4everdreams,legit
3455,mbvsjfq.com,mbvsjfq,dga
3456,ljsfpgxdwkng.com,ljsfpgxdwkng,dga
3457,s24.dontchawanta.su,dontchawanta,legit
3458,myloveisforyou.no-ip.biz,no-ip,legit
3459,gacemugutil.com,gacemugutil,legit
3460,xeguwywas.com,xeguwywas,dga
3461,ccollegebooks.com,ccollegebooks,legit
3462,brighttip.vv.cc,brighttip,legit
3463,mosairm.in,mosairm,legit
3464,2black.civispacemparabellum.com,civispacemparabellum,legit
3465,ebolkpdokgjpn.com,ebolkpdokgjpn,dga
3466,qxcrbliabignczlmuc.com,qxcrbliabignczlmuc,dga
3467,uwsctpihlt.com,uwsctpihlt,dga
3468,agile.rapidexplore.com,rapidexplore,legit
3469,anydaycomstwe.net,anydaycomstwe,legit
3470,ugegulabo.de,ugegulabo,legit
3471,gorgonzola-gnocchi.org,gorgonzola-gnocchi,legit
3472,www.nachtegaal-arcen.nl,nachtegaal-arcen,legit
3473,xuanxiao.com,xuanxiao,legit
3474,surewest.net,surewest,legit
3475,www.download-way.com,download-way,legit
3476,windstream.net,windstream,legit
3477,exinfo.in,exinfo,legit
3478,s3.amazonaws.com,amazonaws,legit
3479,searchmammoth.org,searchmammoth,legit
3480,totalresolve.co.cc,totalresolve,legit
3481,evansville.net,evansville,legit
3482,www.upatguadeloupe.com,upatguadeloupe,legit
3483,aol.de,aol,legit
3484,anais13090.zapto.org,zapto,legit
3485,packagebuildingbaffle.net,packagebuildingbaffle,legit
3486,testforthefunyo.no-ip.org,no-ip,legit
3487,shinebang.vv.cc,shinebang,legit
3488,gsfgs.osa.pl,osa,legit
3489,slow-rice.jesais.fr,jesais,legit
3490,xtjjsdpqjrckayml.com,xtjjsdpqjrckayml,dga
3491,errors.devgokey.com,devgokey,legit
3492,jrnjhprz.com,jrnjhprz,dga
3493,worldleader.co.cc,worldleader,legit
3494,kxrhlobmftv.org,kxrhlobmftv,dga
3495,traderstruthrevealed.com,traderstruthrevealed,legit
3496,narorudyzezow.com,narorudyzezow,legit
3497,388cent.com,388cent,legit
3498,hcdjt.ru,hcdjt,legit
3499,kagpk.ru,kagpk,legit
3500,magicplace.co.cc,magicplace,legit
3501,xioyjfiguiuluff.com,xioyjfiguiuluff,legit
3502,www.keenondownload.com,keenondownload,legit
3503,www.java-downloader.com,java-downloader,legit
3504,yarymutdstxwp.com,yarymutdstxwp,dga
3505,dframirez.com,dframirez,legit
3506,24da85.api.socdn.com,socdn,legit
3507,mail.earthlink.net,earthlink,legit
3508,botumxvideo20.ru,botumxvideo20,legit
3509,tracktor.tv,tracktor,legit
3510,myskimba.com,myskimba,legit
3511,KkLc8.d7x0wyyxnjp.com,d7x0wyyxnjp,dga
3512,anlctniyumgaobm.com,anlctniyumgaobm,legit
3513,angels-mail.com,angels-mail,legit
3514,cnzz.com,cnzz,legit
3515,jhceyyiflpiikjxtasoa.com,jhceyyiflpiikjxtasoa,dga
3516,lelyah20.no-ip.biz,no-ip,legit
3517,mluztamhnngwgh.com,mluztamhnngwgh,dga
3518,anonymousfile.no-ip.biz,no-ip,legit
3519,errors.ourstatsstaticstack.com,ourstatsstaticstack,legit
3520,xalybaron.com,xalybaron,legit
3521,ckza.ru,ckza,legit
3522,mehyqibugyluf.com,mehyqibugyluf,dga
3523,gokbwlivwvgqlretxd.com,gokbwlivwvgqlretxd,dga
3524,mijywujysa.com,mijywujysa,dga
3525,wtfsunoaztytswxy.ru,wtfsunoaztytswxy,dga
3526,4bs44.no-ip.info,no-ip,legit
3527,kataburglary.in,kataburglary,legit
3528,sohwjlifxvlmfguite.com,sohwjlifxvlmfguite,dga
3529,jojojo.ahrampress.net,ahrampress,legit
3530,gamil.com,gamil,legit
3531,secure.pn-installer28.com,pn-installer28,legit
3532,overlandwatchdog.osa.pl,osa,legit
3533,actfactory.net,actfactory,legit
3534,twindu.net,twindu,legit
3535,nupecehededave.com,nupecehededave,legit
3536,azerbajen.zapto.org,zapto,legit
3537,drinakho.net,drinakho,legit
3538,comcast.com,comcast,legit
3539,CGKPDJOBEMNGNIMGJAOKJECOMHEBNKGEPNCIFDBNKGDAMJFDNMFGOPGJOCHMPFI.PAJMCEMGIOFIPBJOCBNKGCAILCFLOKJODGNBHLADKDGFAOJHDGNFHOAGKODGNOG.GAOJIDBNIGAAIJNEHP.ns1.msffncsi.com,msffncsi,dga
3540,mngvmmig.co.cc,mngvmmig,dga
3541,mlcspl.com,mlcspl,legit
3542,tele2.at,tele2,legit
